hex,type,flight,r,t,alt_baro,gs,track,baro_rate,lat,lon,nic,rc,seen_pos,mlat,tisb,messages,seen,rssi,is_spoofed
0d0d27,other,VOI160  ,XA-VRU,A20N,38025,390.0,310.0,0,27.186553,-108.837327,0,0,3.792,[],[],4011502,3.5,-32.5,False
a05b5d,adsb_icao,N122CL  ,N122CL,SR22,11500,178.2,66.17,64,37.791665,-108.760827,9,75,0.241,[],[],182953,0.1,-8.5,False
a3adb9,adsb_icao,AAL2184 ,N336SR,B38M,37000,526.1,65.04,0,35.355286,-108.745308,8,186,0.367,[],[],5422772,0.2,-14.4,False
c05efc,adsb_icao,JZA7117 ,C-GJZF,DH8D,25000,354.1,91.46,-64,50.808137,-108.743134,8,186,0.062,[],[],2887275,0.1,-8.7,False
a80dac,adsb_icao,NKS1285 ,N618NK,A320,35000,502.2,63.64,64,38.196396,-108.694698,8,186,0.202,[],[],8796449,0.1,-4.4,False
a264a4,adsb_icao,SWA2922 ,N253WN,B737,40975,520.0,103.8,0,35.006864,-108.650093,7,371,0.184,[],[],8146383,0.0,-11.2,False
a6ed64,adsb_icao,N5454A  ,N5454A,T210,6100,83.0,220.6,-1088,37.314285,-108.615573,9,75,1.154,[],[],107168,0.1,-5.1,False
a0d19e,adsb_icao,AAL1175 ,N152AA,A321,30000,414.7,289.88,64,36.733952,-108.607158,8,186,0.0,[],[],7957417,0.0,-11.4,False
a81f83,adsb_icao,SKW5651 ,N622UX,E75L,34000,398.5,272.73,64,41.720767,-108.60375,8,186,0.024,[],[],6418353,0.0,-18.7,False
a0540a,adsb_icao,DAL758  ,N120DN,A321,36000,377.7,238.2,0,35.360962,-108.59499,8,186,0.509,[],[],9100904,0.1,-11.7,False
a7912a,adsb_icao,DAL1213 ,N587NW,B753,35025,523.6,48.64,0,36.467834,-108.59087,8,186,0.251,[],[],7055633,0.0,-11.5,False
a622bc,other,ASA519  ,N495AS,B739,34000,410.0,320.0,0,26.006104,-108.587157,0,0,5.758,[],[],7306586,5.5,-34.6,False
a894aa,adsb_icao,FDX3701 ,N652FE,A306,35975,380.1,251.28,0,37.182037,-108.57905,8,186,0.242,[],[],3213241,0.0,-17.7,False
a540e3,adsb_icao,AAL2763 ,N438AN,A21N,30975,535.0,80.1,0,34.175068,-108.578854,8,186,0.399,[],[],8696632,0.0,-8.3,False
ab4c83,adsb_icao,SCX607  ,N827SY,B738,38000,378.5,232.19,-64,35.669721,-108.568531,8,186,0.349,[],[],7600393,0.0,-7.8,False
a5ad4d,adsb_icao,N465MM  ,N465MM,RV14,6125,112.0,330.0,-768,39.065643,-108.532443,8,186,0.024,[],[],335867,0.0,-4.4,False
a44544,adsb_icao,UAL440  ,N37419,B739,35975,405.6,243.81,576,38.884644,-108.515904,8,186,0.103,[],[],7797986,0.0,-18.1,False
a2d92a,other,ASA529  ,N283AK,B739,34000,430.0,320.0,0,25.552597,-108.483022,0,0,3.792,[],[],10095801,3.5,-34.6,False
a10c31,adsb_icao,FDX906  ,N167FE,B763,36000,384.7,256.47,0,34.021408,-108.462861,8,186,0.081,[],[],5827540,0.1,-4.5,False
ad2160,adsb_icao,SKW5423 ,N945SW,CRJ2,29100,397.2,157.5,,43.682525,-108.424007,8,186,39.941,[],[],4537327,4.5,-16.2,False
addadb,adsb_icao,JBU674  ,N992JB,A321,35025,489.0,56.76,0,39.845271,-108.368408,8,186,0.241,[],[],13424980,0.0,-10.9,False
a51958,adsb_icao,AAL814  ,N428AA,A21N,31975,398.9,253.25,-64,36.95874,-108.366394,8,186,0.421,[],[],8176858,0.1,-9.6,False
aca3d1,adsb_icao,SWA3302 ,N913WN,B737,41000,501.4,64.1,0,38.326996,-108.35681,7,371,0.242,[],[],7537971,0.0,-4.9,False
a2fa71,adsb_icao,AAY1408 ,N291NV,A320,35000,522.8,67.51,0,34.532729,-108.350315,8,186,0.184,[],[],7979357,0.1,-9.0,False
a78945,adsb_icao,JBU801  ,N585JB,A320,36025,403.6,275.12,0,41.54601,-108.340397,8,186,0.251,[],[],8335208,0.1,-18.9,False
a2b10b,adsb_icao,UAL2124 ,N27251,B38M,34000,398.3,281.0,0,32.092529,-108.321515,8,186,0.324,[],[],9843185,0.1,-3.4,False
ab5e6c,adsb_icao,SWA3131 ,N8310C,B738,38000,411.1,268.47,0,46.386791,-108.30645,8,186,0.36,[],[],5355552,0.1,-6.3,False
a53774,adsb_icao,UAL624  ,N435UA,A320,32975,519.1,78.67,-64,34.074143,-108.300133,8,186,0.143,[],[],9529918,0.0,-9.7,False
a60f7c,other,,N49TV,B06,3950,87.0,308.0,0,45.681897,-108.28763,0,0,58.103,[],[],323419,57.9,-21.8,False
a8f51b,adsb_icao,KAP5853 ,N6765T,C402,7450,168.1,56.4,,45.906419,-108.26429,9,75,0.283,[],[],405613,0.1,-2.7,False
a471ec,adsb_icao,DAL879  ,N386DN,A321,31975,423.1,244.53,64,39.356277,-108.251515,8,186,0.142,[],[],9594096,0.0,-14.2,False
a81005,adsb_icao,UAL2488 ,N61886,B739,35025,512.9,66.68,64,38.454575,-108.233185,8,186,0.349,[],[],7498966,0.0,-14.6,False
a463cb,adsb_icao,N382M   ,N382M,RV14,10025,143.0,59.31,384,45.93013,-108.198317,9,75,0.142,[],[],11690,0.1,-2.3,False
a448d6,adsb_icao,UAL2299 ,N37507,B39M,35000,513.0,59.94,0,37.625656,-108.161861,8,186,0.184,[],[],9412522,0.0,-14.7,False
a44e24,adsb_icao,DAL545  ,N377DN,A321,31950,384.6,266.72,0,35.513031,-108.140202,8,186,0.163,[],[],9833495,0.0,-19.9,False
aca723,adsb_icao,N914SM  ,N914SM,AS50,5800,129.6,132.18,448,38.685928,-108.124098,9,75,0.062,[],[],476717,0.1,-12.3,False
4007f3,adsb_icao,BAW9CG  ,G-YMMH,B772,40000,419.3,218.32,0,36.770599,-108.075371,8,186,0.199,[],[],6016339,0.0,-21.2,False
4ba945,adsb_icao,THY12E  ,TC-JJE,B77W,33000,489.9,28.4,0,46.487457,-108.027895,7,371,0.509,[],[],6730326,0.0,-7.2,False
a26dfb,adsb_icao,KAP32   ,N256CA,C402,7000,162.5,40.26,,46.218292,-107.990514,9,75,0.062,[],[],175498,0.1,-22.2,False
a35d59,adsb_icao,AJT882  ,N316CM,B763,36000,411.7,260.49,-64,41.996841,-107.986242,8,186,0.054,[],[],6134122,0.1,-11.6,False
c05ead,adsb_icao,WEN3249 ,C-GJWE,DH8D,21975,277.8,260.47,896,52.10322,-107.96916,8,186,0.2,[],[],2707460,0.2,-5.7,False
a03fff,adsb_icao,AAL341  ,N115NN,A321,36000,354.3,267.57,0,35.013707,-107.890892,8,186,0.184,[],[],9836054,0.2,-8.4,False
a37a62,adsb_icao,N323KM  ,N323KM,PRM1,9475,139.3,356.3,,37.939841,-107.879473,8,186,0.422,[],[],323223,0.4,-3.0,False
a0667c,adsb_icao,FDY2600 ,N125CE,C550,40000,288.1,280.8,0,32.141281,-107.877118,8,186,0.588,[],[],598244,0.4,-5.7,False
aa9fe3,adsb_icao,FDX3777 ,N784FD,B752,38000,404.9,266.18,-64,40.071625,-107.840576,8,186,0.349,[],[],2176120,0.0,-7.0,False
a4dc11,adsb_icao,N412FF  ,N412FF,,34000,268.2,231.21,64,38.544415,-107.839661,9,75,0.221,[],[],453091,0.0,-22.9,False
ae01f0,adsb_icao,BALL18  ,97-3024,TEX2,14400,280.2,198.95,192,38.175349,-107.807883,10,25,0.024,[],[],734552,0.0,-14.8,False
aa7a83,adsb_icao,SWA1473 ,N7742B,B737,37000,520.7,75.88,0,37.599684,-107.785373,7,371,0.251,[],[],8492029,0.1,-8.0,False
c06338,adsb_icao,CGLOX   ,C-GLOX,B350,12550,245.9,76.36,-512,51.936539,-107.716522,9,75,0.062,[],[],1744760,0.1,-1.9,False
a42e13,adsb_icao,DAL965  ,N369DN,A321,34025,385.5,242.5,0,37.230385,-107.700766,8,186,0.0,[],[],9441833,0.0,-11.4,False
c01530,adsb_icao,SDE560  ,C-FIAP,C56X,40000,382.7,276.75,0,50.727415,-107.700348,9,75,0.251,[],[],2065258,0.1,-11.2,False
a021e9,adsb_icao,N1076K  ,N1076K,BE9L,21025,226.3,153.77,,33.603407,-107.698402,9,75,0.367,[],[],1130988,0.2,-13.6,False
ab7376,adsb_icao,DAL563  ,N837MH,B764,33925,411.0,236.31,-64,38.394333,-107.677762,8,186,0.199,[],[],7224255,0.0,-17.1,False
a396fd,adsb_icao,DAL1087 ,N330NB,A319,37025,495.5,96.84,-128,40.549606,-107.626752,8,186,0.0,[],[],6813078,0.0,-6.6,False
a5b916,adsb_icao,UAL1678 ,N468UA,A320,32025,403.3,253.14,0,37.075087,-107.595261,8,186,0.063,[],[],7865047,0.1,-13.8,False
a7d085,adsb_icao,SKW5400 ,N602UX,E75L,22625,405.8,20.94,1792,37.40007,-107.58917,8,186,0.064,[],[],3991687,0.0,-9.2,False
a44e59,adsb_icao,FFT778  ,N377FR,A20N,37000,494.6,63.85,0,38.634866,-107.529053,8,186,0.034,[],[],8935372,0.0,-16.6,False
adc5ff,adsb_icao,JBU19   ,N987JT,A321,36000,403.9,231.94,64,38.598221,-107.49931,8,186,0.242,[],[],12751063,0.0,-9.2,False
aa76cb,adsb_icao,SWA3406 ,N7732A,B737,39000,530.2,112.74,0,35.010588,-107.491951,7,371,0.203,[],[],7248132,0.0,-11.6,False
a3a9af,adsb_icao,AAL1560 ,N335PH,B738,35000,503.9,47.41,0,37.20925,-107.476024,8,186,0.034,[],[],7382787,0.0,-15.9,False
a29ea2,adsb_icao,PEG68   ,N268VT,GLF4,41025,518.3,66.7,,38.331757,-107.42379,8,186,0.251,[],[],718972,0.2,-12.9,False
a448d7,adsb_icao,UAL2347 ,N37508,B39M,33000,498.9,48.74,-64,37.867685,-107.41339,8,186,0.349,[],[],8753588,0.0,-13.0,False
a97d00,adsb_icao,N710KT  ,N710KT,SR22,8475,145.3,273.55,,39.567168,-107.392334,9,75,0.251,[],[],298032,0.3,-3.2,False
a37347,adsb_icao,AAY2791 ,N321NV,A319,39000,531.8,99.2,-192,32.148056,-107.346588,8,186,0.36,[],[],6130706,0.1,-5.2,False
a20185,adsb_icao,N2283L  ,N2283L,BE35,8500,152.8,287.13,,32.279182,-107.294498,9,75,0.509,[],[],271043,0.4,-9.8,False
a6c55f,adsb_icao,N5350G  ,N5350G,PA34,10475,169.6,322.18,,35.779495,-107.262039,10,25,0.385,[],[],43671,0.4,-11.2,False
acf9bd,adsb_icao,N935RK  ,N935RK,LJ45,43000,463.1,91.36,-64,44.119904,-107.255434,8,186,0.421,[],[],960913,0.0,-11.8,False
a129dc,adsb_icao,AAL598  ,N174US,A321,31975,388.4,252.31,0,35.905884,-107.254887,8,186,0.367,[],[],6598973,0.0,-10.9,False
a2c1c5,adsb_icao,N277PC  ,N277PC,PC12,23000,279.3,56.54,0,46.37627,-107.247437,9,75,0.012,[],[],208222,0.0,-2.6,False
ab84c9,adsb_icao,AAL2009 ,N841NN,B738,34000,410.7,308.38,0,39.731415,-107.236116,8,186,0.283,[],[],6334405,0.0,-12.6,False
a17c95,adsb_icao,AAL2886 ,N195UW,A321,35025,539.4,87.77,64,34.126236,-107.162887,8,186,0.163,[],[],7379322,0.0,-11.1,False
a3813b,adsb_icao,DAL2948 ,N325DN,A321,32050,425.5,272.83,0,40.040131,-107.146362,8,186,0.0,[],[],8446109,0.0,-10.2,False
a7a133,adsb_icao,CSI591  ,N591AW,BE9L,13575,210.9,172.37,192,32.453568,-107.089453,9,75,0.081,[],[],1635834,0.1,-5.6,False
a97a00,adsb_icao,N71DA   ,N71DA,DA40,9725,86.8,352.06,-512,39.357822,-107.073242,9,75,0.024,[],[],256279,0.0,-2.7,False
ad4890,adsb_icao,XSM55   ,N955PS,PC24,43000,331.8,277.45,0,32.042604,-107.059469,8,186,0.36,[],[],2082893,0.1,-6.2,False
a3338c,adsb_icao,SKW4060 ,N305SY,E75L,35000,480.2,113.31,64,39.777603,-107.038183,8,186,0.192,[],[],7251590,0.0,-5.0,False
c02f6a,adsb_icao,WJA2227 ,C-FRYV,B38M,36000,413.7,301.15,0,48.374898,-107.017316,8,186,0.509,[],[],7219996,0.0,-4.4,False
a11ac2,adsb_icao,N170SE  ,N170SE,BE9L,14425,198.2,267.4,,42.894163,-106.927447,9,75,0.024,[],[],402025,0.0,-3.9,False
aa9d45,adsb_icao,SKW5886 ,N783SK,CRJ7,10725,160.7,159.99,,39.334351,-106.922229,8,186,0.251,[],[],4794913,0.0,-5.4,False
a20e38,adsb_icao,SWA3754 ,N231WN,B737,32350,488.4,64.54,-896,38.889404,-106.870104,7,371,0.063,[],[],8931929,0.1,-12.6,False
abe1eb,adsb_icao,FDX349  ,N865FD,B77L,38000,402.5,265.01,0,35.239471,-106.83363,8,186,0.283,[],[],788902,0.2,-9.1,False
ac9acc,adsb_icao,N911EF  ,N911EF,EC35,5200,127.0,63.84,,32.330383,-106.811169,9,75,0.36,[],[],1425456,0.4,-8.9,False
aaadf8,adsb_icao,SWA731  ,N7878A,B737,36000,445.0,0.26,0,34.220627,-106.787165,8,186,0.142,[],[],6480177,0.1,-10.3,False
c07435,adsb_icao,N       ,C-GSAE,BE20,5225,171.2,16.64,1792,52.239487,-106.763687,9,75,0.062,[],[],1684963,0.0,-2.4,False
a2d3b3,adsb_icao,SWA3148 ,N281WN,B737,37000,535.0,101.1,0,32.41572,-106.754599,8,186,0.142,[],[],7816354,0.1,-4.8,False
a8bfe0,adsb_icao,FDX386  ,N663FE,A306,7925,202.3,44.2,-896,34.922241,-106.751852,8,186,0.142,[],[],3377600,0.0,-6.7,False
abaf1e,adsb_icao,DAL924  ,N852DN,B739,35000,487.0,71.94,0,42.127867,-106.736521,8,186,0.421,[],[],8988429,0.4,-6.1,False
a3764b,adsb_icao,FFT989  ,N322FR,A20N,11025,275.8,161.83,64,32.160939,-106.6796,8,186,0.36,[],[],10128822,0.3,-10.8,False
a258be,adsb_icao,AAY1410 ,N250NV,A320,37000,477.0,39.13,64,38.840057,-106.658259,8,186,0.199,[],[],7858587,0.0,-7.0,False
aaad8f,adsb_icao,SWA2973 ,N7875A,B737,38000,381.5,282.11,-64,34.546416,-106.656418,8,186,0.399,[],[],9044396,0.2,-8.1,False
899124,adsb_icao,EVA658  ,B-16783,B77L,35000,514.5,120.35,0,51.060729,-106.650085,8,186,0.062,[],[],4648308,0.1,-5.5,False
ad906f,adsb_icao,SKW5270 ,N973SW,CRJ2,29375,474.1,96.54,,40.496537,-106.635423,8,186,0.012,[],[],4372839,0.0,-13.4,False
a1be3a,adsb_icao,N211LG  ,N211LG,BE20,5300,117.4,45.0,-576,35.024274,-106.628208,9,75,28.983,[],[],1405459,28.4,-9.1,False
ab1619,adsb_icao,SLH813  ,N813SH,C560,40000,340.4,242.16,64,37.371764,-106.619926,9,75,0.199,[],[],3303576,0.2,-9.8,False
acc31a,adsb_icao,AAL822  ,N921NN,B738,ground,13.2,,,35.047943,-106.619582,8,186,0.2,[],[],8132091,0.0,-3.3,False
abc544,adsb_icao,N858CB  ,N858CB,C25B,ground,13.2,,,35.039555,-106.617732,9,75,5.76,[],[],803174,5.8,-8.2,False
adbdb9,adsb_icao,N985AB  ,N985AB,BE9L,11275,131.7,329.93,,35.743088,-106.595199,8,186,0.385,[],[],330102,0.0,-6.5,False
a30246,adsb_icao,SKW3673 ,N293SY,E75L,ground,16.5,,,35.044699,-106.592302,8,186,52.991,[],[],8322787,53.0,-11.8,False
a000e3,adsb_icao,N1K     ,N1K,C25C,45000,395.1,259.94,,40.273499,-106.581177,8,186,0.422,[],[],81846,0.3,-8.1,False
a9e57c,adsb_icao,737EM   ,N737EM,C172,8400,100.0,163.74,,34.827164,-106.580275,9,75,0.385,[],[],1243326,0.0,-7.0,False
aa8f5a,adsb_icao,N78NA   ,N78NA,AC90,9050,231.8,187.19,-832,35.365311,-106.568813,9,75,0.142,[],[],1545715,0.1,-5.6,False
a562e8,adsb_icao,SWA3103 ,N446WN,B737,37000,523.0,65.0,0,35.105229,-106.567612,7,371,0.081,[],[],5944249,0.1,-13.7,False
a410b3,adsb_icao,HAL1933 ,N361HA,A332,40000,384.4,278.68,0,32.306648,-106.555275,8,186,0.142,[],[],3185871,0.1,-12.7,False
a777b8,adsb_icao,UPS6099 ,N580UP,B744,31000,540.5,126.04,0,51.125157,-106.552811,8,186,0.062,[],[],4521004,0.1,-2.8,False
a81815,adsb_icao,SKW5211 ,N620UX,E75L,8675,268.5,304.99,768,35.115005,-106.534824,8,186,0.023,[],[],6538461,0.0,-7.0,False
ae0b3d,mlat,G8724629,87-24629,H60,9100,,,,35.77144,-106.533716,0,0,20.711,"['lat', 'lon', 'nic', 'rc']",[],101639,0.6,-11.3,False
~268b55,tisb_trackfile,,,,9225,96.3,122.7,,35.764618,-106.523952,0,0,3.013,[],"['altitude', 'alt_geom', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",21,3.0,-2.6,False
ad5817,adsb_icao,SWA3417 ,N959WN,B737,30600,483.6,64.92,-1152,39.041428,-106.457699,7,371,0.063,[],[],8618070,0.0,-7.0,False
a72567,adsb_icao,N56JP   ,N56JP,LJ45,40975,512.5,63.08,-192,38.228465,-106.452982,8,186,0.199,[],[],2156374,0.0,-11.2,False
a97dcb,adsb_icao,DAL1123 ,N710TW,B752,37000,544.5,75.86,64,35.444321,-106.428337,8,186,0.184,[],[],4393240,0.0,-8.2,False
a3271e,adsb_icao,DAL556  ,N302DU,BCS3,36000,404.2,268.16,,40.116577,-106.415833,8,186,0.034,[],[],9105307,0.0,-11.6,False
a95090,adsb_icao,N7HE    ,N7HE,AS50,7200,82.2,58.44,,35.658362,-106.39277,9,75,0.203,[],[],240259,0.2,-27.6,False
a586b0,adsb_icao,SWA1669 ,N455WN,B737,ground,21.5,,,31.805122,-106.390201,8,186,0.243,[],[],7354935,0.2,-1.9,False
aae098,adsb_icao,N80MA   ,N80MA,PAY2,ground,6.2,11.25,,31.798844,-106.375781,9,75,8.137,[],[],151593,8.1,-2.3,False
c08106,adsb_icao,WJA2247 ,C-GWWJ,B738,36000,422.8,348.26,-64,30.392075,-106.368444,8,186,0.324,[],[],5541614,0.1,-7.1,False
a8ded6,adsb_icao,DAL642  ,N6705Y,B752,36000,393.6,320.57,0,35.05863,-106.361275,8,186,0.192,[],[],3669158,0.0,-7.0,False
a66355,adsb_icao,VOI627  ,N510VL,A320,13875,311.0,179.26,1280,31.364756,-106.357654,8,186,0.081,[],[],4145572,0.1,-5.0,False
a9ba31,adsb_icao,PRE72   ,N726DR,GALX,40975,442.0,7.67,,34.277344,-106.339136,8,186,0.142,[],[],104200,0.0,-11.2,False
aaafb7,adsb_icao,N788RB  ,N788RB,TBM7,27000,310.4,34.77,-128,38.442698,-106.334106,9,75,0.384,[],[],426010,0.0,-6.8,False
a98f2d,adsb_icao,FFT977  ,N715FR,A321,31850,406.6,259.66,1472,39.601663,-106.296936,8,186,0.424,[],[],7193581,0.0,-6.5,False
0d0d37,other,VOI456  ,XA-VRX,A20N,38975,510.0,121.9,,26.089417,-106.277592,0,0,3.792,[],[],3454374,3.5,-34.2,False
a57b2f,adsb_icao,SKW5136 ,N452SW,CRJ2,29000,451.0,179.62,,41.511887,-106.258871,8,186,0.184,[],[],3812365,0.2,-8.5,False
ab7ae4,adsb_icao,DAL8826 ,N839MH,B764,38000,379.2,265.46,0,35.19223,-106.233197,8,186,0.367,[],[],597331,0.2,-11.6,False
a5e433,other,TAI523  ,N479TA,A319,37025,520.0,125.2,,27.260385,-106.183495,0,0,3.792,[],[],4719901,3.5,-27.7,False
a40b0e,adsb_icao,N36MH   ,N36MH,BE20,25000,294.0,22.81,,36.066788,-106.173306,8,186,0.012,[],[],1015564,0.0,-13.1,False
a2e5ec,adsb_icao,SKW3816 ,N286SY,E75L,34000,356.0,291.59,0,38.262634,-106.121502,8,186,0.104,[],[],6639095,0.0,-7.1,False
c030ef,adsb_icao,ACA118  ,C-FSNU,B38M,37000,476.5,92.53,-64,49.956528,-106.106391,8,186,0.102,[],[],5980326,0.1,-14.0,False
a0df99,adsb_icao,N1553X  ,N1553X,P32R,12575,146.8,257.01,128,38.957748,-106.088642,9,75,0.063,[],[],205840,0.1,-6.9,False
a9ede9,adsb_icao,EJA739  ,N739QS,CL30,ground,0.0,,,35.619678,-106.084408,8,186,30.534,[],[],3684150,30.5,-15.9,False
a5cc79,adsb_icao,N473CH  ,N473CH,B47G,6600,2.9,135.0,,35.62261,-106.081881,10,25,0.385,[],[],374936,0.0,-6.6,False
a50fdc,adsb_icao,N425TA  ,N425TA,C182,13700,120.3,116.14,,40.086731,-106.073792,10,25,0.142,[],[],234396,0.1,-15.5,False
ae58f5,adsb_icao,BOMR747 ,166256,TEX2,14975,191.4,13.6,256,35.55213,-106.06581,8,186,0.203,[],[],951713,0.2,-9.6,False
ae4a18,adsb_icao,BOMR734 ,166143,TEX2,10950,212.9,44.43,-64,35.56485,-106.065102,8,186,0.012,[],[],991564,0.0,-7.7,False
a11fc1,adsb_icao,UAL395  ,N17133,B752,36000,426.4,248.97,0,42.187271,-106.044783,8,186,0.202,[],[],7688088,0.2,-8.2,False
a306c5,adsb_icao,N2940Y  ,N2940Y,C182,9300,136.8,9.26,,35.791855,-106.043301,9,75,0.343,[],[],28760,0.0,-8.5,False
a949dd,adsb_icao,EJA698  ,N698QS,C56X,40000,393.2,191.74,64,38.312347,-106.039046,8,186,0.359,[],[],2821682,0.0,-8.8,False
ab975c,adsb_icao,AAL2393 ,N846NN,B738,37000,541.7,108.74,64,34.211426,-106.030566,8,186,0.112,[],[],7263646,0.1,-7.7,False
a846c4,adsb_icao,SKW3293 ,N632SK,CRJ7,8475,150.7,215.27,,35.712922,-106.006729,8,186,0.163,[],[],6170399,0.0,-8.0,False
acb824,adsb_icao,ASA623  ,N919AK,B39M,27750,393.8,273.64,1280,39.990467,-106.004271,8,186,0.004,[],[],6505725,0.0,-6.8,False
a2cf3b,adsb_icao,AAY1175 ,N280NV,A320,36000,380.3,245.12,0,36.609055,-105.973034,8,186,0.023,[],[],6468646,0.0,-13.3,False
c05c86,adsb_icao,JZA828  ,C-GJAZ,CRJ7,37000,474.5,102.66,,45.988676,-105.966293,8,186,0.062,[],[],6457619,0.0,-10.5,False
a04695,adsb_icao,DAL942  ,N117DX,A321,33975,396.7,261.16,-64,38.042908,-105.960328,8,186,0.199,[],[],10263375,0.0,-8.7,False
a1c05d,adsb_icao,UCA4225 ,N21154,E45X,25000,458.4,153.99,-64,40.761605,-105.893971,8,186,0.422,[],[],4545346,0.0,-11.7,False
a4b8bf,adsb_icao,CKS855  ,N403KZ,B744,33000,506.2,156.73,0,48.809695,-105.874883,8,186,28.105,[],[],4350975,28.1,-33.0,False
a4ce84,adsr_icao,ERU409  ,N409ER,C172,11025,115.4,94.47,640,34.391647,-105.831299,0,0,0.112,[],[],19438,0.1,-11.5,False
a4f203,adsb_icao,SCPR283 ,N418BT,CL2T,9400,194.9,101.54,,35.539887,-105.819962,8,186,0.163,[],[],254526,0.2,-5.0,False
abc1bc,adsb_icao,DAL467  ,N857DZ,B739,32000,409.9,283.26,0,44.276392,-105.722976,8,186,0.421,[],[],7748946,0.0,-13.3,False
a9b7f6,adsb_icao,AAL834  ,N725UW,A319,37025,518.4,66.1,-128,35.447067,-105.722523,8,186,0.142,[],[],7555686,0.0,-12.7,False
aaa9b6,adsb_icao,SWA3507 ,N7864B,B737,22250,473.4,101.45,1280,31.454956,-105.710665,8,186,0.324,[],[],7032337,0.1,-4.9,False
a863e1,adsb_icao,N64LE   ,N64LE,CL60,38000,374.9,253.26,0,36.293976,-105.70015,8,186,0.034,[],[],703928,0.0,-16.1,False
a5c8c2,adsb_icao,N472CH  ,N472CH,B47G,8300,115.4,274.97,,35.39916,-105.643772,10,25,0.343,[],[],82637,0.2,-13.8,False
acb285,adsb_icao,AAL2554 ,N917UY,A321,30000,405.6,292.77,0,35.908162,-105.638278,8,186,0.112,[],[],8792128,0.0,-13.1,False
c01753,adsb_icao,ACA186  ,C-FIVQ,B77W,37000,499.0,93.68,0,49.526507,-105.612686,8,186,0.062,[],[],4321834,0.1,-16.5,False
ad0851,adsb_icao,AAL2861 ,N939NN,B738,37000,529.5,87.62,0,34.428685,-105.605965,8,186,0.374,[],[],6630972,0.0,-16.7,False
a657bf,adsb_icao,AAL2433 ,N508AY,A321,32025,410.8,306.79,-64,37.824097,-105.592346,8,186,0.242,[],[],6393596,0.0,-12.9,False
a78c22,adsb_icao,N5859V  ,N5859V,P28A,8700,120.4,302.11,,34.197601,-105.582145,10,25,10.129,[],[],178289,1.8,-15.0,False
a45f89,adsb_icao,TSU381  ,N381FL,CVLP,19525,272.4,33.92,,32.166183,-105.571912,8,186,0.054,[],[],1331983,0.1,-19.5,False
a0e4b2,adsb_icao,FDX396  ,N157FE,B763,36025,394.6,275.23,-64,37.908096,-105.543551,8,186,0.464,[],[],4309267,0.2,-9.0,False
a4ffe9,adsb_icao,LXJ421  ,N421FX,E545,25700,410.6,121.25,,40.802444,-105.540527,8,186,0.349,[],[],3050279,0.0,-8.3,False
a6d63a,adsb_icao,N54GS   ,N54GS,C340,14250,169.0,271.02,-128,33.100782,-105.539376,9,75,2.684,[],[],123443,2.7,-25.6,False
a8d327,adsb_icao,NKS1188 ,N668NK,A321,33000,530.0,86.43,0,36.904519,-105.532698,8,186,0.112,[],[],7676931,0.0,-15.4,False
aac8f7,adsb_icao,XOJ794  ,N794XJ,C750,16225,342.5,261.78,-1984,31.868638,-105.51802,8,186,0.243,[],[],2331675,0.1,-13.8,False
a38d9e,adsb_icao,WLDLD28 ,N328SF,PC12,24025,177.6,279.73,,35.675125,-105.484486,9,75,0.36,[],[],1713420,0.2,-19.6,False
0d0d91,other,AMX365  ,XA-OCB,B738,39000,460.0,121.5,,20.831382,-105.48448,0,0,3.769,[],[],902026,3.5,-27.3,False
ac5cd7,other,AAL1283 ,N896NN,B738,35000,480.0,36.5,,28.079053,-105.481837,0,0,3.792,[],[],7412980,3.5,-24.9,False
a1dfb0,adsb_icao,N22LP   ,N22LP,PC12,15250,161.3,266.45,832,40.120022,-105.47468,9,75,0.045,[],[],176803,0.0,-12.0,False
abb1de,adsb_icao,SWA3981 ,N8525S,B738,38000,400.2,268.42,-64,38.797394,-105.411131,7,371,0.367,[],[],9678505,0.0,-10.4,False
a182c4,adsb_icao,N197GB  ,N197GB,AC90,11400,173.1,202.42,-384,35.631967,-105.404527,9,75,0.343,[],[],1356890,0.3,-8.9,False
a0acb6,adsb_icao,UAL1603 ,N14214,B738,36000,376.1,250.26,0,35.473618,-105.394192,8,186,0.0,[],[],9079463,0.0,-12.4,False
a77c11,adsb_icao,UAL2175 ,N58101,B752,37000,490.8,74.52,0,44.222019,-105.353394,8,186,0.004,[],[],9000157,0.0,-11.0,False
ab40f8,adsb_icao,DAL728  ,N824NW,A333,38975,553.4,92.17,0,35.843175,-105.347316,8,186,0.062,[],[],2745145,0.0,-10.7,False
c003a8,adsb_icao,JZA714  ,C-FBJZ,CRJ7,20775,428.5,115.73,,40.511806,-105.327363,8,186,0.062,[],[],5971068,0.1,-6.5,False
a08e46,adsb_icao,FDX723  ,N135FE,B763,38000,405.3,272.26,128,38.367563,-105.309508,8,186,0.004,[],[],1633878,0.0,-8.9,False
ab2c0c,adsb_icao,DAL56   ,N819NW,A333,35025,469.1,34.84,0,48.662384,-105.309448,8,186,8.965,[],[],5460474,7.6,-30.1,False
a0e220,adsb_icao,SKW388X ,N156SY,E75L,36000,374.7,308.06,64,38.47049,-105.305298,8,186,0.489,[],[],6122653,0.0,-9.1,False
