hex,type,flight,r,t,alt_baro,gs,track,baro_rate,lat,lon,nic,rc,seen_pos,mlat,tisb,messages,seen,rssi,is_spoofed
845f9f,adsc,KZ51    ,JA11KZ,B748,31996,487.0,244.0,48,57.32872,-177.562752,0,0,873.399,[],[],4420465,803.5,-29.2,False
86d624,adsc,ZG23    ,JA825J,B788,41000,481.0,259.0,-16,56.712799,-176.982708,0,0,276.096,[],[],2683244,213.6,-20.6,False
a835c5,adsc,UP34    ,N628UP,B748,34004,485.0,218.13,16,2.205334,-174.191151,0,0,1163.4,[],[],4955212,1162.1,-8.5,False
4d0104,adsc,CV4316  ,LX-VCD,B748,33996,505.0,67.42,0,57.335758,-173.682518,0,0,836.517,[],[],6918131,793.4,-24.4,False
86e4da,adsc,JL11    ,JA868J,B789,38000,494.0,258.2,0,58.272343,-173.583469,0,0,384.799,[],[],3366781,333.7,-29.6,False
71c083,adsb_icao,KAL074  ,HL8083,B789,38000,487.9,241.07,,61.398605,-172.388142,8,186,30.917,[],[],4267748,19.5,-28.7,False
76cdb9,adsc,SQ31    ,9V-SMY,A359,37000,507.0,259.25,0,31.667919,-172.002811,0,0,5.538,[],[],3753858,4.2,-21.0,False
7c1479,adsc,QF56    ,VH-EBV,A332,36000,477.0,232.29,0,20.039577,-170.449963,0,0,615.477,[],[],2780623,615.5,-21.5,False
86ebb6,adsb_icao,ANA135  ,JA886A,B789,35975,508.3,268.2,,58.778811,-170.167419,8,186,5.589,[],[],2127051,3.1,-29.2,False
abba6c,adsc,FX73    ,N855FD,B77L,34000,474.0,210.95,0,2.224903,-169.668388,0,0,199.17,[],[],4882508,133.5,-6.8,False
7c531d,adsc,QF104   ,VH-QPB,A333,36000,453.0,214.54,-16,5.316525,-169.059849,0,0,16.53,[],[],3356655,13.3,-8.9,False
ab271f,adsb_icao,AAL61   ,N818AL,B788,38000,496.9,250.36,,61.346446,-168.022359,8,186,3.382,[],[],5507422,3.1,-20.0,False
8694fa,adsb_icao,ANA11   ,JA792A,B77W,32000,508.7,250.0,0,60.374621,-167.678244,8,186,27.223,[],[],4186371,27.2,-28.7,False
781318,adsc,HU701   ,B-1048,A333,35004,569.0,80.0,-16,49.411011,-166.867905,0,0,261.905,[],[],87833,193.6,-27.3,False
71ba08,adsb_icao,KAL032  ,HL7208,B789,38000,493.7,250.72,,60.532791,-166.77928,8,186,0.588,[],[],3681268,0.1,-19.0,False
86220c,adsc,JL8783  ,JA621J,B763,35008,475.0,287.0,0,24.004097,-166.360817,0,0,498.704,[],[],1797970,433.7,-31.3,False
a5828e,adsr_icao,N454SF  ,N454SF,C208,ground,26.5,146.25,0,61.521034,-166.143028,0,0,3.081,[],[],369564,3.1,0.0,False
a0618c,adsb_icao,N1232Y  ,N1232Y,C208,ground,1.1,,,61.520994,-166.138738,9,75,1.074,[],[],320446,0.6,-2.9,False
a97007,adsb_icao,N707RA  ,N707RA,C208,4900,137.7,78.69,0,60.515861,-164.904099,9,75,3.382,[],[],1100258,0.6,-14.6,False
a1b1af,adsb_icao,N208W   ,N208W,C208,4025,115.3,93.98,896,60.911362,-164.316448,9,75,3.081,[],[],680186,2.3,-27.9,False
78158e,adsb_icao,CHH7937 ,B-207U,B789,36975,489.1,101.68,,63.869484,-163.22146,8,186,0.605,[],[],313754,0.6,-24.5,False
acbca2,tisb_icao,N92JJ   ,N92JJ,C208,1600,146.2,214.12,,60.094299,-162.87705,0,0,0.024,[],"['callsign', 'altitude', 'alt_geom', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",1249207,0.0,0.0,False
ad2a3c,adsr_icao,RYA75M  ,N9475M,C207,,88.1,77.54,128,60.668015,-162.866632,0,0,0.024,[],[],74413,0.0,-6.4,False
a2065f,adsr_icao,YCS3CF  ,N23CF,C207,1500,110.8,186.74,-192,60.265182,-162.752412,0,0,2.096,[],[],650096,2.1,-5.7,False
899104,adsb_icao,CAL5128 ,B-18718,B744,37000,493.8,74.13,0,58.608942,-162.395782,8,186,0.054,[],[],4344218,0.1,-17.6,False
a54605,adsb_icao,RYA39   ,N439RA,C212,4950,155.8,228.12,-64,60.625631,-162.270126,9,75,0.054,[],[],189982,0.1,-3.8,False
7c1472,adsc,QF7776  ,VH-EBO,A332,38000,487.0,235.05,0,26.080341,-162.028084,0,0,1103.267,[],[],2844138,1103.3,-18.7,False
a1ade0,adsr_icao,N207VA  ,N207VA,C207,975,81.1,38.99,-640,60.766571,-161.850965,0,0,0.024,[],[],643003,0.0,0.0,False
acacf8,adsr_icao,REN6AC  ,N916AC,C207,875,107.4,279.11,256,60.792618,-161.847934,0,0,0.963,[],[],481712,1.0,0.0,False
abc1da,adsc,FX90    ,N857FD,B77L,33004,609.0,81.0,-16,50.003071,-159.99527,0,0,27.665,[],[],5113831,26.4,-27.7,False
86dd4c,adsb_icao,JAL67   ,JA845J,B788,39975,502.3,283.23,,58.96463,-159.706696,8,186,0.588,[],[],2813761,0.1,-16.7,False
a4bf41,adsb_icao,AAL684  ,N405AN,A21N,9900,302.8,244.37,-1664,21.924288,-158.829956,8,186,0.303,[],[],10489948,0.1,-23.6,False
888123,adsc,VN98    ,VN-A890,A359,37000,585.0,103.0,48,46.781845,-158.608418,0,0,1048.087,[],[],2334140,983.8,-26.1,False
a4d51d,adsb_icao,LYC410  ,N410LC,C130,25025,270.6,99.36,0,61.744049,-158.511658,8,186,2.24,[],[],1393736,1.2,-19.9,False
a24efd,adsb_icao,N248PA  ,N248PA,C208,11550,124.0,90.46,,21.579383,-158.184916,8,186,0.2,[],[],775680,0.1,-11.5,False
aafd2b,adsb_icao,N807PH  ,N807PH,B407,2100,116.2,272.96,,21.604521,-158.154449,8,186,0.303,[],[],364920,0.1,-11.9,False
71c211,adsb_icao,KAL020  ,HL8211,A332,36000,497.0,284.57,0,58.764313,-158.147662,8,186,0.054,[],[],1862283,0.1,-18.5,False
872f5c,adsb_icao,ANA185  ,JA921A,B789,10425,304.2,267.74,,21.171753,-158.112188,8,186,0.664,[],[],2536964,0.7,-27.8,False
a375c9,adsb_icao,N322AL  ,N322AL,R44,2000,107.4,204.18,,21.619511,-158.040771,8,186,1.576,[],[],570467,1.6,-22.7,False
adc03a,adsb_icao,CAP5151 ,N9851H,C182,2500,96.5,193.17,,21.40123,-158.0226,8,186,36.965,[],[],19208,36.4,-19.3,False
ab0a9d,adsb_icao,DAL397  ,N810NW,A333,7400,257.5,250.02,-960,21.287109,-157.824346,8,186,0.57,[],[],5267226,0.0,-12.2,False
a1ecd6,adsb_icao,HAL249  ,N223HA,A21N,24000,432.3,288.48,0,21.089002,-157.822469,8,186,0.241,[],[],1860379,0.1,-17.9,False
a3ffe9,other,N357MH  ,N357MH,H500,1325,90.0,100.0,,21.255519,-157.814585,0,0,5.758,[],[],497009,5.5,-19.1,False
ac0027,adsb_icao,SWA3413 ,N8720L,B38M,7300,296.1,293.27,-1856,20.984299,-157.756609,8,186,5.3,[],[],4239519,4.1,-27.5,False
a21dc4,adsb_icao,UAL1604 ,N2352U,B77W,8700,272.8,101.85,2304,21.216974,-157.746989,8,186,0.045,[],[],5945334,0.0,-11.4,False
aa069c,other,N745RH  ,N745RH,AS50,1325,95.2,160.99,,21.268799,-157.727617,0,0,15.801,[],[],622031,4.2,-21.1,False
aa0a53,other,N746RH  ,N746RH,AS50,1400,80.0,80.0,,21.250678,-157.711995,0,0,27.923,[],[],605025,27.7,-16.9,False
a9ff2e,adsb_icao,N743RH  ,N743RH,,1500,87.7,20.71,,21.30654,-157.643077,8,186,22.569,[],[],649216,12.3,-19.6,False
ab4482,adsb_icao,N825MA  ,N825MA,C208,5850,188.1,268.17,-256,21.246826,-157.615007,8,186,2.001,[],[],1076740,0.5,-25.4,False
a24e99,adsb_icao,N248KA  ,N248KA,C208,8875,144.4,120.83,0,21.127121,-157.608765,8,186,0.57,[],[],841993,0.3,-19.7,False
a76fe9,adsb_icao,ASA103  ,N579AS,B738,9850,304.1,244.28,0,21.432999,-157.521024,8,186,0.2,[],[],5749991,0.2,-2.5,False
a4960c,adsb_icao,HAL20   ,N395HA,A332,12875,368.8,82.99,2496,21.265714,-157.455241,8,186,0.063,[],[],4104443,0.1,-14.0,False
76cdb6,adsc,SQ38    ,9V-SMV,A359,39000,615.0,87.61,-16,44.084873,-157.380352,0,0,228.227,[],[],3250665,163.6,-27.8,False
a61bed,adsb_icao,HAL316  ,N493HA,B712,12875,399.0,115.54,0,21.00499,-157.347319,8,186,0.012,[],[],1721930,0.0,-18.1,False
ab9aee,other,N847MA  ,N847MA,C208,2875,130.0,275.1,,21.172852,-157.155429,0,0,5.758,[],[],1451895,5.5,-33.0,False
a4bf40,adsb_icao,N405AM  ,N405AM,AS50,2800,62.4,186.44,,21.106155,-156.820296,8,186,46.395,[],[],688269,44.9,-8.1,False
abbeb6,adsb_icao,N856MA  ,N856MA,C208,2850,171.5,283.14,0,20.729153,-156.794927,8,186,0.064,[],[],1602948,0.0,-5.8,False
ab5ed8,adsb_icao,SWA1900 ,N8313F,B738,18000,384.3,293.3,64,20.627297,-156.74479,8,186,0.063,[],[],5460590,0.1,-10.3,False
abc26d,adsb_icao,N857MA  ,N857MA,C208,1900,169.8,309.5,0,20.990936,-156.527857,8,186,1.453,[],[],1734900,1.0,-2.1,False
ab0467,adsb_icao,N809MH  ,N809MH,EC30,450,115.3,158.11,,20.979996,-156.521089,8,186,0.343,[],[],173058,0.1,-1.7,False
abafda,adsb_icao,N852MA  ,N852MA,C208,950,95.4,29.52,-192,20.851306,-156.464788,8,186,1.249,[],[],1507972,0.1,-1.8,False
aafcf9,adsb_icao,,N807MH,EC30,125,62.2,23.68,,20.883799,-156.436923,8,186,19.786,[],[],312456,18.9,-1.6,False
aa2568,adsb_icao,N753CH  ,N753CH,AS50,0,8.1,82.87,,20.88906,-156.433527,8,186,9.515,[],[],230934,7.1,-5.2,False
aaf942,adsb_icao,N806MH  ,N806MH,EC30,0,0.7,0.0,,20.889404,-156.432953,8,186,0.596,[],[],134983,0.1,-2.4,False
abff5c,adsb_icao,N872SH  ,N872SH,AS50,200,76.4,6.01,,20.899301,-156.431879,8,186,0.343,[],[],759910,0.3,-2.0,False
a5f825,adsb_icao,,N484HA,B712,ground,0.6,,,20.903607,-156.427198,8,186,2.262,[],[],1371180,2.3,-1.6,False
c012bd,adsb_icao,WJA1858 ,C-FHCM,B38M,7400,268.7,215.76,-832,21.060059,-156.212253,8,186,0.343,[],[],6064436,0.2,-8.6,False
a1c90e,adsb_icao,HAL80   ,N214HA,A21N,25525,449.1,83.22,768,21.398015,-156.195933,8,186,0.063,[],[],1964555,0.1,-9.0,False
a40cfc,adsb_icao,HAL22   ,N360HA,A332,39000,516.7,37.85,64,23.643556,-156.183869,8,186,0.343,[],[],2914792,0.1,-5.1,False
a2bba4,adsb_icao,UAL643  ,N27511,B39M,4175,257.5,351.96,2368,19.76358,-156.141227,8,186,0.063,[],[],9600536,0.1,-9.6,False
aa6b9f,adsb_icao,UAL1722 ,N77014,B772,19225,424.9,48.24,1600,21.572819,-156.087901,8,186,0.343,[],[],7766843,0.1,-4.3,False
a4c6b3,adsb_icao,ASA843  ,N407AS,B739,2700,210.4,183.54,-1152,19.895961,-156.031178,8,186,0.063,[],[],8424138,0.1,-7.5,False
a02b48,adsb_icao,N11QR   ,N11QR,EC30,625,74.0,51.58,704,19.929016,-155.845871,8,186,0.063,[],[],1280853,0.1,-3.7,False
a02b39,adsb_icao,N11QA   ,N11QA,EC30,825,86.5,41.25,-128,19.938263,-155.837141,8,186,0.063,[],[],1076158,0.1,-3.1,False
a61f05,adsb_icao,ASA896  ,N494AS,B739,30975,470.6,37.58,0,24.073326,-155.808416,8,186,0.064,[],[],8264421,0.1,-9.4,False
a084a4,adsb_icao,N132WS  ,N132WS,EC30,900,40.5,249.78,,20.006241,-155.791871,8,186,0.063,[],[],931596,0.1,-23.3,False
a47244,adsb_icao,HAL12   ,N386HA,A332,33225,527.2,56.37,1152,22.369421,-155.690308,8,186,0.596,[],[],3045048,0.1,-3.5,False
a79d78,adsb_icao,ASA860  ,N590AS,B738,32000,453.3,16.8,0,23.957737,-155.51588,8,186,18.602,[],[],4024303,6.5,-23.7,False
ab6ea5,adsb_icao,AAL119  ,N836AA,B789,25375,468.5,240.32,-752,21.626999,-155.278215,8,186,0.144,[],[],5372848,0.0,-17.9,False
a5e949,adsb_icao,HAL282  ,N480HA,B712,9075,288.0,124.96,-1280,20.003497,-155.042458,8,186,0.605,[],[],1977092,0.2,-5.0,False
aa8a09,adsb_icao,UAL1231 ,N77867,B753,34000,504.2,75.88,-64,21.652423,-154.959412,8,186,0.243,[],[],5910891,0.0,-13.6,False
ac0843,adsb_icao,SWA5022 ,N8745K,B38M,28875,491.6,76.47,960,21.336008,-154.877218,8,186,0.144,[],[],5058496,0.1,-12.1,False
a8d4cc,adsb_icao,UAL1205 ,N66831,B739,29100,508.1,55.75,576,20.799354,-154.595764,8,186,0.374,[],[],7591239,0.0,-19.1,False
86dd08,adsb_icao,JAL17   ,JA843J,B788,40000,500.9,287.78,,58.196256,-154.418518,8,186,0.045,[],[],1306744,0.0,-26.3,False
ab4e94,adsb_icao,AAL115  ,N828AA,B789,38000,425.5,236.31,0,24.411026,-154.061534,8,186,2.935,[],[],5831878,2.0,-25.2,False
a1d7ea,adsb_icao,HAL44   ,N218HA,A21N,30975,480.7,56.97,0,23.541687,-153.765997,8,186,0.816,[],[],2379250,0.0,-18.2,False
86d572,adsb_icao,ANA177  ,JA820A,B788,38000,505.7,283.38,,57.905548,-153.705198,8,186,0.045,[],[],2490021,0.0,-27.1,False
a4a4e8,adsc,HA51    ,N399HA,A332,39996,429.0,225.52,0,26.225224,-153.637791,0,0,762.866,[],[],3885668,762.9,-21.6,False
a6705c,adsb_icao,ASA376  ,N514AS,B738,27075,426.9,65.36,-1152,60.394089,-153.633002,8,186,0.045,[],[],5561688,0.0,-19.2,False
a27c78,adsb_icao,UAL881  ,N25982,B789,36000,489.8,262.85,,63.855006,-153.376941,8,186,0.045,[],[],4928471,0.0,-34.4,False
a4d42d,adsb_icao,AAL663  ,N410AN,A21N,31975,405.5,227.3,0,22.477189,-153.258616,8,186,1.161,[],[],7166380,1.2,-27.3,False
a6bf5a,adsb_icao,ASA153  ,N534AS,B738,34200,459.4,299.47,2048,62.062729,-153.018461,8,186,0.549,[],[],5691887,0.0,-25.7,False
ac383b,adsb_icao,RVF109  ,N887EA,DH8A,22200,273.7,45.44,,60.334763,-152.312559,8,186,0.045,[],[],1639711,0.0,-16.8,False
7584fa,adsc,PR104   ,RP-C7782,B77W,35000,590.0,88.81,0,45.074673,-152.176781,0,0,365.857,[],[],1869425,365.9,-24.2,False
aa9447,adsb_icao,N781AK  ,N781AK,BE10,14025,225.4,48.96,-640,60.352844,-151.706133,9,75,0.045,[],[],814449,0.0,-14.8,False
a65814,adsb_icao,N508EH  ,N508EH,B212,775,115.5,258.01,-64,60.747877,-151.332648,9,75,0.045,[],[],1727477,0.0,-6.2,False
~26c1be,tisb_trackfile,,,,2600,57.2,354.99,,61.071854,-151.21533,0,0,3.273,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",1257,3.3,-7.0,False
a88950,adsb_icao,N6492H  ,N6492H,C207,300,45.3,202.04,,61.073914,-151.133521,8,186,0.045,[],[],1002892,0.0,-29.5,False
78110e,adsb_icao,CXA8710 ,B-7836,B789,38000,496.4,305.32,,61.513475,-150.951742,8,186,0.045,[],[],1458899,0.0,-13.7,False
a04a01,adsb_icao,AER65   ,N118AX,B190,5850,208.3,55.17,-960,61.064293,-150.696004,9,75,0.045,[],[],331762,0.0,-10.2,False
a172d6,adsb_icao,N1926U  ,N1926U,C206,2225,118.2,8.27,-384,61.624924,-150.533589,9,75,0.549,[],['geom_rate'],10902,0.0,-29.4,False
a0f7e1,adsr_icao,N1611A  ,N1611A,PA18,1300,82.6,286.9,-192,61.355118,-150.323475,0,0,2.048,[],[],4634,2.0,-28.5,False
ad80f1,adsb_icao,N9697Q  ,N9697Q,C185,6025,142.2,201.88,,61.644608,-150.22656,10,25,0.424,[],[],17903,0.0,-28.1,False
71c359,adsb_icao,AAR221  ,HL8359,A359,38000,480.1,266.06,-64,61.352463,-150.219301,8,186,0.081,[],[],4002606,0.0,-12.5,False
a062a4,adsb_icao,AER45   ,N124AX,B190,2900,168.9,5.78,-1600,61.113739,-150.212533,8,186,0.045,[],['baro_rate'],836975,0.0,-21.7,False
a08515,adsr_icao,N13205  ,N13205,C172,1800,94.1,176.96,0,61.412659,-150.113264,0,0,0.0,[],[],145776,0.0,-21.3,False
~26cf94,tisb_trackfile,,,,1100,88.2,107.82,,61.280731,-150.089231,0,0,2.262,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",2779,2.3,-7.5,False
aa1dca,adsb_icao,N751AK  ,N751AK,,1175,99.3,296.31,-320,61.317535,-150.06255,9,75,0.424,[],['geom_rate'],271402,0.3,-13.5,False
71ba04,adsc,KE18    ,HL7204,B77W,34000,490.0,300.04,16,53.010063,-150.046635,0,0,508.321,[],[],1469039,508.3,-20.3,False
a24dcd,adsb_icao,AER007  ,N248AX,B190,300,66.0,90.0,0,61.167825,-150.011902,9,75,0.424,[],['baro_rate'],719626,0.3,-3.4,False
a967c9,adsb_icao,GTI656  ,N705GT,B77L,ground,0.0,,,61.198151,-150.008354,8,186,29.494,[],[],4344457,15.3,-14.9,False
ac10d8,adsb_icao,FDX157A ,N877FD,B77L,ground,0.0,,,61.189856,-150.002848,8,186,3.142,[],[],3452048,3.1,-10.5,False
~574e25,tisb_trackfile,,,,ground,13.2,160.31,,61.186855,-150.002591,0,0,35.687,[],"['gs', 'track', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",1939,35.7,-7.5,False
abc948,adsb_icao,FDX6022 ,N859FD,B77L,ground,0.0,,,61.189216,-150.002492,8,186,7.513,[],[],4163698,3.7,-13.5,False
a79422,adsb_icao,FDX19   ,N588FE,MD11,ground,0.0,,,61.188483,-150.002289,8,186,38.644,[],[],4185347,12.6,-6.3,False
~57432a,tisb_trackfile,,,,ground,13.2,160.31,,61.185162,-150.001635,0,0,8.621,[],"['gs', 'track', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",1160,8.6,-7.0,False
~57423b,tisb_trackfile,,,,ground,0.0,,,61.196468,-150.000899,0,0,1.444,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",974,1.4,-7.6,False
~574ae0,tisb_trackfile,,,,ground,0.0,,,61.196445,-150.000875,0,0,24.76,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",1459,24.8,-7.3,False
abf0c7,adsb_icao,FDX5986 ,N869FD,B77L,ground,0.0,,,61.191078,-149.999869,8,186,42.609,[],[],4610767,32.6,-15.8,False
a69c03,adsb_icao,FDX20   ,N525FE,MD11,ground,0.0,,,61.190506,-149.999354,8,186,5.459,[],[],3202914,4.9,-16.8,False
abbe23,adsb_icao,FDX5391 ,N856FD,B77L,ground,0.0,,,61.189914,-149.999212,8,186,4.687,[],[],4721427,2.6,-4.7,False
a80941,adsb_icao,,N617FE,MD11,ground,0.0,,,61.191252,-149.996287,8,186,49.67,[],[],4038343,49.7,-18.0,False
~574fbc,tisb_trackfile,,,,ground,0.0,,,61.187885,-149.996166,0,0,1.444,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",73899,0.7,-7.7,False
~5744c0,tisb_trackfile,,,,ground,0.0,,,61.179771,-149.996044,0,0,2.645,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",2786,0.7,-7.8,False
~5740ab,tisb_trackfile,,,,ground,0.0,,,61.188011,-149.99521,0,0,1.444,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",69072,0.7,-7.6,False
89901c,adsc,CI8     ,B-18002,B77W,37004,554.0,85.07,0,46.996937,-149.994278,0,0,1372.991,[],[],2515294,1304.3,-27.9,False
~574d63,tisb_trackfile,,,,ground,9.2,,,61.175972,-149.989373,0,0,8.621,[],"['gs', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",1704,8.6,-7.2,False
a4c79b,tisb_icao,UNKN    ,N407KZ,B744,ground,12.2,,,61.175434,-149.98903,0,0,0.664,[],"['callsign', 'gs', 'true_heading', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'sil', 'sil_type']",1819775,0.7,-7.6,False
a4dd2b,adsb_icao,WGN9546 ,N412SN,MD11,ground,1.9,,,61.177217,-149.987971,8,186,22.406,[],[],685928,22.4,-11.3,False
3444ce,adsb_icao,PLM527  ,EC-MAJ,A332,ground,4.8,,,61.175029,-149.987946,0,0,4.922,[],"['callsign', 'nac_p', 'sil', 'sil_type']",2345057,0.0,-7.5,False
ac4d27,adsb_icao,,N892EA,DH8A,ground,0.0,,,61.172081,-149.976891,8,186,55.165,[],[],1678265,55.2,-16.4,False
a1b157,adsb_icao,N208SM  ,N208SM,C208,ground,0.0,,,61.164019,-149.975001,8,75,22.253,[],[],164469,21.8,-17.2,False
a414e9,adsb_icao,NAC773  ,N362NC,B733,275,0.7,0.0,0,61.172573,-149.958598,0,0,0.424,[],"['callsign', 'gs', 'track', 'geom_rate', 'nac_p', 'nac_v', 'sil', 'sil_type']",2266842,0.3,-8.0,False
~26c5cc,tisb_trackfile,,,,2200,122.2,183.28,,61.292633,-149.958082,0,0,1.759,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",2835,1.8,-7.5,False
a3a84f,adsr_icao,N3349S  ,N3349S,C172,2600,90.1,86.82,-256,61.537125,-149.926692,0,0,2.048,[],[],493540,2.0,-28.1,False
adb96d,adsr_icao,N98354  ,N98354,C172,800,69.4,5.79,-640,61.388489,-149.884317,0,0,29.982,[],[],452642,30.0,-27.6,False
a67b62,adsb_icao,N5169X  ,N5169X,CH7A,800,66.7,332.28,448,61.217926,-149.872546,9,75,0.424,[],['baro_rate'],631602,0.3,-20.2,False
a64c16,adsb_icao,N50467  ,N50467,C150,750,59.2,281.69,0,61.214098,-149.80245,9,75,0.081,[],['baro_rate'],423190,0.1,-14.5,False
~26c0de,tisb_trackfile,,,,1400,93.1,1.85,,61.201401,-149.766115,0,0,0.917,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",402,0.9,-7.4,False
~26ccbc,tisb_trackfile,,,,700,108.0,271.06,,61.209641,-149.762878,0,0,0.917,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",366,0.9,-7.2,False
3a46ae,other,,,,2100,200.0,275.9,,-17.509367,-149.607647,0,0,17.849,[],[],11914,17.7,-49.5,False
3a09b7,other,,F-OCNX,C172,2800,90.0,10.7,,-17.421204,-149.584832,0,0,9.799,[],[],6642,9.6,-49.5,False
~26c4ad,tisb_trackfile,,,,875,85.0,48.81,,61.420898,-149.529321,0,0,1.444,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",261,1.4,-6.9,False
~26cbe0,tisb_trackfile,,,,1700,168.6,199.4,,61.371368,-149.524711,0,0,1.444,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",108,1.4,-7.0,False
75827c,adsc,PR102   ,RP-C7772,B77W,34996,595.0,94.47,32,44.971848,-149.508476,0,0,309.991,[],[],1330505,310.0,-27.4,False
a36f96,adsb_icao,N320PA  ,N320PA,AS50,5775,108.4,240.12,,61.319962,-149.282521,9,75,0.549,[],[],136995,0.5,-36.1,False
a43fa0,adsc,HA34    ,N373HA,A332,40004,556.0,62.59,0,23.699913,-149.043961,0,0,753.679,[],[],3540201,753.7,-25.1,False
ab6e03,other,N8355Q  ,N8355Q,C206,3475,120.0,215.6,,61.641129,-149.017279,0,0,3.769,[],[],40533,3.5,-33.9,False
3a46b5,other,,F-ORVV,AT76,8325,190.0,206.3,,-15.39003,-148.314253,0,0,9.84,[],[],17069,9.6,-49.5,False
86d9d2,adsc,NH7     ,JA836A,B789,35996,512.0,310.99,-16,53.102417,-148.222733,0,0,563.05,[],[],3669378,563.0,-12.8,False
aa92f8,adsc,UA384   ,N78001,B772,36000,463.0,239.28,0,27.891026,-147.972279,0,0,162.745,[],[],6913685,162.7,-21.5,False
71c308,adsc,OZ201   ,HL8308,A359,36000,511.0,312.48,16,52.830162,-147.707233,0,0,143.472,[],[],3037926,143.5,-13.0,False
a1c82a,adsc,UA66    ,N2138U,B77W,38000,470.0,239.75,-32,28.194695,-147.399101,0,0,18.744,[],[],4763504,18.7,-20.5,False
a2b1ab,adsb_icao,ASA116  ,N273AK,B739,33000,439.2,116.8,1280,60.695134,-147.12822,8,186,0.045,[],[],9868711,0.0,-30.6,False
a2b8db,adsc,UA300   ,N2748U,B77W,36000,477.0,240.9,0,28.749676,-146.36879,0,0,451.832,[],[],5846007,451.8,-21.3,False
899097,adsc,BR10    ,B-17807,B78X,38996,559.0,78.6,32,49.482594,-146.240559,0,0,449.153,[],[],3876202,449.2,-26.7,False
71be09,adsb_icao,KAL255  ,HL7609,B748,33000,494.1,102.15,0,61.044834,-145.973576,8,186,0.045,[],[],4983950,0.0,-35.1,False
aa7468,adsc,K40246  ,N773CK,B77L,32000,503.0,217.45,0,4.626446,-145.716991,0,0,206.783,[],[],4490638,206.8,-18.0,False
a1cb0f,adsc,UA858   ,N2142U,B77W,35000,564.0,72.91,16,42.971478,-145.674419,0,0,416.024,[],[],4715904,416.0,-26.0,False
a4470e,adsc,HA16    ,N375HA,A332,41000,512.0,64.65,0,25.587502,-144.77766,0,0,369.833,[],[],4599659,369.8,-25.9,False
76cd42,adsc,SQ27    ,9V-SJB,A359,35996,470.0,303.76,0,55.997143,-143.153915,0,0,222.787,[],[],1915995,222.8,-20.7,False
86e452,adsc,JL7     ,JA864J,B789,37996,,260.7,,67.808304,-142.828617,0,0,997.939,[],[],3696342,997.9,-14.1,False
86dcc4,adsc,JL65    ,JA841J,B788,39996,468.0,316.32,0,49.948483,-142.82793,0,0,123.823,[],[],3390068,123.8,-12.6,False
899093,adsc,BR26    ,B-17802,B78X,38996,555.0,81.96,0,49.886169,-141.801739,0,0,454.135,[],[],3582043,454.1,-25.5,False
7808b0,adsc,CZ327   ,B-6139,A388,38996,515.0,117.03,-32,45.995636,-139.988823,0,0,827.579,[],[],829528,827.6,-23.1,False
846def,adsc,KZ133   ,JA15KZ,B748,34000,,271.61,,61.370659,-139.040222,0,0,693.624,[],[],4068684,693.6,-18.4,False
899039,adsc,BR28    ,B-16735,B77W,38008,496.0,108.32,-64,42.758961,-139.031982,0,0,283.745,[],[],1536853,283.7,-17.2,False
86e800,adsc,NH9653  ,JA875A,B789,38000,,283.0,,60.109806,-139.012756,0,0,202.789,[],[],4782586,202.8,-27.2,False
867f68,adsc,JL5     ,JA731J,B77W,32000,,274.58,,61.364822,-138.437691,0,0,1528.47,[],[],3215671,1528.5,-17.9,False
868340,adsc,JL61    ,JA743J,B77W,33000,451.0,308.84,-32,47.183189,-138.408337,0,0,583.431,[],[],3385138,583.4,-14.1,False
